County,Population,Firearm Homicide,Total Homicide,Firearm Suicides,Total Suicides,Poverty %,Poverty % (U18),MedHHInc,PopDen
"Lowndes County, MS",653104.0,52.0,58.0,55.0,82.0,18.5,27.4,"49,086",45.4032083
"Lubbock County, TX",3272367.0,116.0,186.0,274.0,509.0,16.1,17.6,"57,270",129.959318
"Lucas County, OH",4775102.0,297.0,392.0,329.0,670.0,17.4,24.5,"53,379",489.9833862
"Lumpkin County, GA",349179.0,,10.0,60.0,84.0,13.6,16.9,"64,077",43.60027534
"Luna County, NM",269372.0,13.0,17.0,49.0,65.0,27.6,37.4,"35,040",3.159397718
"Luzerne County, PA",3505748.0,81.0,132.0,345.0,635.0,12.8,18.8,"58,645",137.8517954
"Lycoming County, PA",1268597.0,25.0,86.0,101.0,199.0,10.7,15.1,"58,862",36.09134841
"Lynchburg city, VA",873120.0,28.0,38.0,53.0,102.0,17.8,21.6,"52,127",631.7360439
"Lyon County, NV",590047.0,24.0,32.0,115.0,171.0,9.4,13.8,"71,547",10.25530062
"Macomb County, MI",9468854.0,278.0,397.0,643.0,1389.0,11.6,16.5,"67,646",699.8635883
"Macon County, AL",213507.0,66.0,73.0,14.0,20.0,27.5,42.9,"35,354",12.08354055
"Macon County, GA",150407.0,10.0,21.0,13.0,20.0,30.3,37.6,"35,660",12.99014252
"Macon County, IL",1180638.0,64.0,90.0,60.0,137.0,17.1,22.6,"48,245",70.834027
"Macon County, NC",380043.0,12.0,16.0,53.0,78.0,14.2,21.8,"49,406",25.76839886
"Macon County, TN",257335.0,11.0,13.0,41.0,65.0,15.9,22.9,"49,357",29.52488839
"Macoupin County, IL",508221.0,,13.0,39.0,72.0,15.4,19.8,"57,755",20.45636741
"Madera County, CA",1702290.0,70.0,107.0,95.0,220.0,20.4,27.7,"60,241",28.00789771
"Madison County, AL",3905176.0,204.0,281.0,403.0,627.0,10.2,13.9,"78,386",172.2275
"Madison County, FL",205302.0,12.0,16.0,15.0,25.0,21.8,31.2,"43,444",10.24056807
"Madison County, IL",2926867.0,83.0,119.0,193.0,442.0,11.4,15.1,"65,886",143.2523604
"Madison County, IN",1431178.0,41.0,62.0,137.0,274.0,15.7,21.2,"54,026",110.6436258
"Madison County, KY",973037.0,20.0,39.0,92.0,142.0,16.6,17.6,"54,498",79.18923969
"Madison County, MS",1124682.0,80.0,99.0,95.0,133.0,11.5,16.2,"77,665",55.92727918
"Madison County, TN",1078981.0,98.0,130.0,78.0,136.0,17.1,25.0,"53,954",67.69833274
"Madison Parish, LA",127126.0,22.0,25.0,,13.0,35.3,48.1,"33,619",7.093740468
"Mahoning County, OH",2554415.0,220.0,266.0,193.0,352.0,19.3,28.5,"50,216",216.7995986
"Malheur County, OR",337427.0,,16.0,34.0,58.0,20.0,24.4,"51,466",1.188290765
"Manassas city, VA",449855.0,,12.0,22.0,43.0,8.6,15.2,"100,530",1625.070068
"Manatee County, FL",4011877.0,180.0,230.0,383.0,720.0,9.9,15.8,"67,929",194.2390085
"Manitowoc County, WI",879232.0,10.0,17.0,73.0,158.0,10.7,13.0,"59,774",52.02609895
"Marathon County, WI",1488310.0,10.0,19.0,101.0,208.0,7.6,9.5,"74,050",33.79720586
"Marengo County, AL",218123.0,20.0,23.0,21.0,26.0,24.6,34.2,"42,048",7.722101608
"Maricopa County, AZ",45929429.0,1964.0,2645.0,4164.0,7285.0,11.3,15.4,"76,230",178.541174
"Marin County, CA",2841275.0,28.0,49.0,135.0,443.0,7.8,7.9,"118,472",193.1005061
"Marion County, AL",331545.0,10.0,14.0,48.0,66.0,18.3,24.5,"44,636",15.58520673
"Marion County, FL",3821177.0,193.0,260.0,493.0,810.0,13.6,20.7,"54,555",84.68030731
"Marion County, IL",421110.0,,17.0,43.0,101.0,15.5,22.8,"55,292",25.68659269
"Marion County, IN",10311956.0,1415.0,1673.0,789.0,1505.0,15.1,20.9,"58,737",919.8842006
"Marion County, KY",215900.0,13.0,15.0,22.0,38.0,15.8,21.2,"51,523",21.64635424
"Marion County, MS",281999.0,31.0,43.0,27.0,36.0,22.9,31.2,"40,017",17.94030858
"Marion County, OH",721163.0,,20.0,65.0,113.0,15.8,21.5,"53,172",62.4866796
"Marion County, OR",3656108.0,66.0,96.0,293.0,566.0,13.3,16.0,"64,412",109.743371
"Marion County, SC",348990.0,35.0,46.0,34.0,45.0,29.2,39.5,"37,534",24.90741962
"Marion County, TN",313296.0,,14.0,37.0,56.0,16.2,22.8,"51,898",22.02068813
"Marion County, TX",111874.0,,11.0,17.0,29.0,23.0,34.3,"43,178",10.22113762
"Marion County, WV",621284.0,23.0,27.0,68.0,100.0,15.1,19.3,"51,252",70.65279753
"Marlboro County, SC",300875.0,40.0,57.0,27.0,43.0,24.1,32.8,"38,254",21.82936278
"Marquette County, MI",737254.0,,14.0,71.0,130.0,13.3,14.1,"56,179",14.28674789
"Marshall County, AL",1046660.0,23.0,37.0,116.0,175.0,15.6,22.3,"50,858",64.92182299
"Marshall County, IA",444536.0,,10.0,30.0,49.0,11.6,14.0,"63,541",27.15919211
"Marshall County, IN",513866.0,,11.0,43.0,81.0,8.6,11.6,"68,799",40.55371396
"Marshall County, KY",343462.0,,10.0,57.0,89.0,13.7,19.0,"57,802",39.94224602
"Marshall County, MS",396673.0,45.0,53.0,40.0,62.0,19.9,29.4,"40,650",19.56630999
"Marshall County, TN",354252.0,,15.0,47.0,69.0,11.1,16.0,"64,710",33.18345915
"Martin County, FL",1706192.0,35.0,54.0,175.0,333.0,11.4,16.9,"67,059",111.8867742
"Martin County, KY",132917.0,,10.0,12.0,16.0,40.5,44.3,"29,387",20.04174147
"Martin County, NC",256406.0,10.0,17.0,24.0,33.0,20.1,30.8,"43,261",19.50200006
"Martinsville city, VA",146622.0,17.0,20.0,19.0,27.0,19.9,32.2,"38,571",461.6830877
"Mason County, WA",691188.0,23.0,34.0,92.0,153.0,12.6,19.2,"73,696",25.20310389
"Mason County, WV",296175.0,12.0,13.0,35.0,46.0,18.6,24.7,"44,360",24.14576217
"Matagorda County, TX",403886.0,22.0,32.0,40.0,62.0,22.9,31.7,"50,054",12.98070098
"Matanuska-Susitna Borough, AK",1106072.0,55.0,70.0,172.0,237.0,10.5,11.6,"80,164",1.616412301
"Maui County, HI",1791764.0,,28.0,61.0,315.0,11.4,13.9,"75,421",54.94076903
"Maury County, TN",973949.0,40.0,52.0,102.0,153.0,10.3,16.2,"68,425",56.53325273
"Maverick County, TX",627175.0,11.0,18.0,14.0,33.0,20.5,28.0,"41,815",17.49341839
"Mayes County, OK",451523.0,14.0,19.0,71.0,108.0,14.6,19.1,"53,161",24.14234951
"McClain County, OK",417076.0,,14.0,54.0,82.0,9.2,11.2,"72,895",26.13700699
"McCormick County, SC",107201.0,,10.0,11.0,17.0,19.5,35.7,"50,005",10.32747646
"McCracken County, KY",719640.0,14.0,30.0,94.0,162.0,17.4,24.6,"60,504",101.3342058
"McCurtain County, OK",362649.0,29.0,40.0,62.0,91.0,21.5,30.5,"43,930",6.877753343
"McDonald County, MO",251200.0,,11.0,26.0,42.0,17.8,25.5,"41,784",16.33712376
"McDowell County, NC",497292.0,25.0,27.0,61.0,88.0,14.5,21.8,"50,476",39.58744155
"McDowell County, WV",216687.0,24.0,37.0,49.0,75.0,31.7,40.2,"28,720",13.90876411
"McDuffie County, GA",236679.0,25.0,29.0,28.0,34.0,19.6,31.2,"44,597",32.23819688
"McHenry County, IL",3386242.0,19.0,36.0,147.0,391.0,6.0,6.4,"92,522",196.9447844
"McIntosh County, GA",155670.0,,11.0,14.0,24.0,21.4,34.2,"47,651",12.63872337
"McIntosh County, OK",220370.0,12.0,16.0,32.0,50.0,18.1,27.9,"42,506",12.37219882
"McKinley County, NM",804254.0,35.0,126.0,39.0,219.0,30.3,38.0,"40,149",5.160303396
"McLean County, IL",1894592.0,21.0,40.0,75.0,223.0,13.4,11.5,"71,309",56.52329122
"McLennan County, TX",2712923.0,92.0,130.0,203.0,349.0,14.7,18.2,"58,524",92.48574837
"McMinn County, TN",581810.0,22.0,35.0,68.0,111.0,14.5,21.3,"50,480",47.37264734
"Meade County, KY",315857.0,11.0,13.0,35.0,60.0,14.8,19.7,"58,839",35.80829015
"Meade County, SD",299096.0,,10.0,44.0,68.0,9.3,10.5,"63,475",3.05060014
"Mecklenburg County, NC",11335492.0,685.0,841.0,535.0,1106.0,10.2,14.1,"75,138",777.490679
"Mecklenburg County, VA",344291.0,17.0,21.0,37.0,57.0,15.7,22.9,"48,013",19.04720888
"Medina County, OH",1942013.0,16.0,25.0,130.0,252.0,6.1,7.7,"86,880",162.4115331
"Medina County, TX",537060.0,16.0,21.0,41.0,65.0,14.2,19.6,"62,907",14.37193047
"Meigs County, OH",256023.0,,10.0,40.0,59.0,21.1,29.3,"45,935",20.79073257
"Meigs County, TN",131701.0,,10.0,15.0,27.0,15.2,24.6,"51,337",23.66849078
"Mendocino County, CA",961594.0,28.0,56.0,113.0,224.0,16.1,22.3,"57,516",9.626461049
"Merced County, CA",2949074.0,179.0,240.0,94.0,288.0,21.9,28.8,"54,703",53.67222176
"Mercer County, NJ",4065464.0,240.0,304.0,72.0,305.0,10.4,11.8,"86,499",634.3949589
"Mercer County, PA",1246126.0,30.0,42.0,119.0,198.0,12.9,17.7,"54,112",64.65631438
"Mercer County, WV",668553.0,38.0,56.0,107.0,159.0,18.1,26.0,"45,679",55.74156947
"Meriwether County, GA",234024.0,23.0,28.0,20.0,31.0,21.7,38.5,"46,799",16.26375695
"Merrimack County, NH",1634742.0,,18.0,123.0,297.0,8.7,9.3,"80,842",61.85570414
"Mesa County, CO",1650695.0,48.0,80.0,270.0,473.0,10.6,14.4,"63,531",17.39732685
"Miami County, KS",365000.0,,11.0,41.0,70.0,7.2,8.7,"77,550",22.21024227
"Miami County, OH",1150512.0,,16.0,88.0,158.0,8.2,11.5,"65,537",99.53878287
"Miami-Dade County, FL",29265968.0,2004.0,2433.0,1150.0,2703.0,15.2,18.1,"58,905",552.1870708
"Middlesex County, CT",1805403.0,14.0,28.0,70.0,237.0,6.6,7.9,"94,735",170.7988153
"Middlesex County, MA",17295240.0,82.0,188.0,236.0,1472.0,7.7,8.3,"112,345",753.0895333
"Middlesex County, NJ",9110586.0,95.0,162.0,137.0,672.0,8.0,9.4,"98,992",1032.248366
"Midland County, MI",919171.0,,11.0,63.0,108.0,10.6,13.2,"68,054",62.36493775
"Midland County, TX",1747087.0,60.0,82.0,171.0,264.0,10.5,12.9,"84,837",70.4197335
"Milam County, TX",271135.0,,12.0,26.0,48.0,14.6,22.7,"53,320",9.364422736
"Miller County, AR",479390.0,25.0,36.0,57.0,79.0,20.4,30.2,"45,450",27.00125271
"Milwaukee County, WI",10468112.0,1146.0,1409.0,535.0,1234.0,17.8,23.6,"56,417",1525.658962
"Mingo County, WV",275347.0,13.0,21.0,26.0,46.0,31.1,35.8,"33,416",22.57541655
"Minnehaha County, SD",2022579.0,30.0,72.0,160.0,360.0,9.5,10.0,"73,040",89.3667699
"Mississippi County, AR",477696.0,100.0,112.0,40.0,74.0,23.9,31.2,"41,007",18.36285781
"Mississippi County, MO",152128.0,15.0,18.0,14.0,21.0,23.2,29.3,"38,559",12.89686587
"Missoula County, MT",1262678.0,18.0,33.0,190.0,298.0,12.9,13.2,"65,682",17.27000868
"Mitchell County, GA",248902.0,16.0,19.0,19.0,30.0,24.7,34.0,"42,539",16.91088273
"Mobile County, AL",4552576.0,572.0,683.0,436.0,691.0,18.2,24.8,"49,848",130.2299289
"Modoc County, CA",99700.0,10.0,14.0,10.0,21.0,19.9,29.8,"49,273",0.881376109
"Mohave County, AZ",2268385.0,71.0,121.0,481.0,784.0,18.0,30.4,"48,169",5.977113496
"Monmouth County, NJ",6889177.0,60.0,115.0,139.0,618.0,7.4,8.8,"107,500",514.1065673
"Monongalia County, WV",1133525.0,22.0,26.0,91.0,135.0,18.3,15.4,"56,706",112.8548858
"Monroe County, AL",239402.0,22.0,30.0,22.0,29.0,22.3,33.2,"40,997",8.097965626
"Monroe County, AR",81154.0,,12.0,12.0,13.0,25.3,36.5,"37,113",4.609912671
"Monroe County, FL",831986.0,16.0,38.0,133.0,246.0,11.0,17.4,"68,975",29.97806808
"Monroe County, GA",298383.0,15.0,21.0,51.0,58.0,11.7,17.1,"65,697",26.32880923
"Monroe County, IN",1584773.0,26.0,43.0,97.0,215.0,21.1,14.4,"53,166",142.2998736
"Monroe County, KY",117937.0,,10.0,12.0,15.0,22.0,32.1,"41,638",12.4633622
"Monroe County, MI",1654761.0,11.0,25.0,141.0,255.0,9.5,12.4,"66,179",105.2143241
"Monroe County, MS",395666.0,16.0,27.0,48.0,62.0,16.9,22.6,"47,768",18.08666701
"Monroe County, NY",8207358.0,319.0,480.0,251.0,813.0,13.3,18.1,"66,003",437.4604077
"Monroe County, PA",1852457.0,41.0,58.0,163.0,296.0,11.3,16.3,"74,989",106.3782509
"Monroe County, TN",503092.0,13.0,19.0,61.0,98.0,15.6,21.3,"50,364",27.86336705
