State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Percent, All Ages",Median Household Income
01,091,AL,Marengo County,24.6,"42,048"
04,013,AZ,Maricopa County,11.3,"76,230"
29,125,MO,Maries County,11.3,"52,560"
06,041,CA,Marin County,7.8,"118,472"
55,075,WI,Marinette County,9.3,"56,942"
01,093,AL,Marion County,18.3,"44,636"
05,089,AR,Marion County,17.8,"42,892"
12,083,FL,Marion County,13.6,"54,555"
13,197,GA,Marion County,21.3,"39,717"
17,121,IL,Marion County,15.5,"55,292"
18,097,IN,Marion County,15.1,"58,737"
19,125,IA,Marion County,8.6,"69,307"
20,115,KS,Marion County,10.6,"56,983"
21,155,KY,Marion County,15.8,"51,523"
28,091,MS,Marion County,22.9,"40,017"
29,127,MO,Marion County,13.8,"54,542"
39,101,OH,Marion County,15.8,"53,172"
41,047,OR,Marion County,13.3,"64,412"
45,067,SC,Marion County,29.2,"37,534"
47,115,TN,Marion County,16.2,"51,898"
48,315,TX,Marion County,23.0,"43,178"
54,049,WV,Marion County,15.1,"51,252"
06,043,CA,Mariposa County,14.1,"60,377"
45,069,SC,Marlboro County,24.1,"38,254"
26,103,MI,Marquette County,13.3,"56,179"
55,077,WI,Marquette County,12.0,"60,020"
01,095,AL,Marshall County,15.6,"50,858"
17,123,IL,Marshall County,9.9,"64,132"
18,099,IN,Marshall County,8.6,"68,799"
19,127,IA,Marshall County,11.6,"63,541"
20,117,KS,Marshall County,10.6,"55,737"
21,157,KY,Marshall County,13.7,"57,802"
27,089,MN,Marshall County,9.3,"66,165"
28,093,MS,Marshall County,19.9,"40,650"
40,095,OK,Marshall County,14.9,"49,443"
46,091,SD,Marshall County,11.2,"62,871"
47,117,TN,Marshall County,11.1,"64,710"
54,051,WV,Marshall County,16.4,"51,385"
12,085,FL,Martin County,11.4,"67,059"
18,101,IN,Martin County,11.6,"61,520"
21,159,KY,Martin County,40.5,"29,387"
27,091,MN,Martin County,10.8,"57,521"
37,117,NC,Martin County,20.1,"43,261"
48,317,TX,Martin County,13.3,"69,505"
51,690,VA,Martinsville city,19.9,"38,571"
24,000,MD,Maryland,10.3,"90,129"
17,125,IL,Mason County,12.4,"58,828"
21,161,KY,Mason County,17.1,"49,924"
26,105,MI,Mason County,13.8,"55,536"
48,319,TX,Mason County,11.8,"56,690"
53,045,WA,Mason County,12.6,"73,696"
54,053,WV,Mason County,18.6,"44,360"
17,127,IL,Massac County,16.5,"52,680"
25,000,MA,Massachusetts,10.4,"89,577"
48,321,TX,Matagorda County,22.9,"50,054"
02,170,AK,Matanuska-Susitna Borough,10.5,"80,164"
51,115,VA,Mathews County,9.1,"69,978"
15,009,HI,Maui County,11.4,"75,421"
47,119,TN,Maury County,10.3,"68,425"
48,323,TX,Maverick County,20.5,"41,815"
40,097,OK,Mayes County,14.6,"53,161"
42,083,PA,Mc Kean County,13.4,"54,377"
40,087,OK,McClain County,9.2,"72,895"
30,055,MT,McCone County,13.9,"51,881"
46,087,SD,McCook County,9.2,"69,208"
45,065,SC,McCormick County,19.5,"50,005"
21,145,KY,McCracken County,17.4,"60,504"
21,147,KY,McCreary County,33.5,"32,938"
48,307,TX,McCulloch County,17.3,"43,525"
40,089,OK,McCurtain County,21.5,"43,930"
29,119,MO,McDonald County,17.8,"41,784"
17,109,IL,McDonough County,17.9,"53,024"
37,111,NC,McDowell County,14.5,"50,476"
54,047,WV,McDowell County,31.7,"28,720"
13,189,GA,McDuffie County,19.6,"44,597"
17,111,IL,McHenry County,6.0,"92,522"
38,049,ND,McHenry County,11.9,"64,262"
13,191,GA,McIntosh County,21.4,"47,651"
38,051,ND,McIntosh County,13.8,"54,211"
40,091,OK,McIntosh County,18.1,"42,506"
38,053,ND,McKenzie County,9.1,"86,294"
35,031,NM,McKinley County,30.3,"40,149"
17,113,IL,McLean County,13.4,"71,309"
21,149,KY,McLean County,13.6,"53,102"
38,055,ND,McLean County,10.6,"68,419"
48,309,TX,McLennan County,14.7,"58,524"
27,085,MN,McLeod County,7.5,"67,835"
47,107,TN,McMinn County,14.5,"50,480"
48,311,TX,McMullen County,12.1,"63,120"
47,109,TN,McNairy County,15.4,"45,083"
20,113,KS,McPherson County,8.7,"64,853"
31,117,NE,McPherson County,11.4,"54,138"
46,089,SD,McPherson County,16.7,"49,970"
20,119,KS,Meade County,9.7,"68,909"
21,163,KY,Meade County,14.8,"58,839"
46,093,SD,Meade County,9.3,"63,475"
30,059,MT,Meagher County,15.3,"45,391"
37,119,NC,Mecklenburg County,10.2,"75,138"
51,117,VA,Mecklenburg County,15.7,"48,013"
26,107,MI,Mecosta County,17.6,"52,481"
39,103,OH,Medina County,6.1,"86,880"
48,325,TX,Medina County,14.2,"62,907"
27,093,MN,Meeker County,8.6,"66,785"
39,105,OH,Meigs County,21.1,"45,935"
47,121,TN,Meigs County,15.2,"51,337"
46,095,SD,Mellette County,30.0,"40,223"
17,129,IL,Menard County,8.4,"75,687"
48,327,TX,Menard County,19.4,"41,507"
06,045,CA,Mendocino County,16.1,"57,516"
21,165,KY,Menifee County,27.8,"38,928"
26,109,MI,Menominee County,10.6,"57,421"
55,078,WI,Menominee County,24.2,"42,976"
06,047,CA,Merced County,21.9,"54,703"
17,131,IL,Mercer County,11.0,"64,731"
21,167,KY,Mercer County,12.8,"53,336"
29,129,MO,Mercer County,13.0,"49,815"
34,021,NJ,Mercer County,10.4,"86,499"
38,057,ND,Mercer County,8.0,"78,823"
39,107,OH,Mercer County,7.3,"67,958"
42,085,PA,Mercer County,12.9,"54,112"
54,055,WV,Mercer County,18.1,"45,679"
13,199,GA,Meriwether County,21.7,"46,799"
31,121,NE,Merrick County,9.0,"64,309"
33,013,NH,Merrimack County,8.7,"80,842"
08,077,CO,Mesa County,10.6,"63,531"
21,169,KY,Metcalfe County,19.3,"42,755"
18,103,IN,Miami County,14.9,"56,867"
20,121,KS,Miami County,7.2,"77,550"
39,109,OH,Miami County,8.2,"65,537"
12,086,FL,Miami-Dade County,15.2,"58,905"
26,000,MI,Michigan,13.0,"63,444"
09,007,CT,Middlesex County,6.6,"94,735"
25,017,MA,Middlesex County,7.7,"112,345"
34,023,NJ,Middlesex County,8.0,"98,992"
51,119,VA,Middlesex County,13.0,"62,710"
26,111,MI,Midland County,10.6,"68,054"
48,329,TX,Midland County,10.5,"84,837"
42,087,PA,Mifflin County,15.1,"51,503"
48,331,TX,Milam County,14.6,"53,320"
49,027,UT,Millard County,10.2,"68,131"
27,095,MN,Mille Lacs County,10.9,"66,546"
05,091,AR,Miller County,20.4,"45,450"
13,201,GA,Miller County,24.2,"44,814"
29,131,MO,Miller County,15.0,"47,185"
19,129,IA,Mills County,8.5,"76,917"
48,333,TX,Mills County,13.7,"54,948"
55,079,WI,Milwaukee County,17.8,"56,417"
46,097,SD,Miner County,10.9,"60,032"
08,079,CO,Mineral County,9.6,"62,213"
30,061,MT,Mineral County,14.2,"50,327"
32,021,NV,Mineral County,17.5,"53,515"
54,057,WV,Mineral County,13.5,"54,960"
54,059,WV,Mingo County,31.1,"33,416"
16,067,ID,Minidoka County,13.9,"61,010"
46,099,SD,Minnehaha County,9.5,"73,040"
27,000,MN,Minnesota,9.3,"77,712"
26,113,MI,Missaukee County,11.8,"51,151"
28,000,MS,Mississippi,19.2,"48,871"
05,093,AR,Mississippi County,23.9,"41,007"
29,133,MO,Mississippi County,23.2,"38,559"
30,063,MT,Missoula County,12.9,"65,682"
29,000,MO,Missouri,12.8,"61,815"
13,205,GA,Mitchell County,24.7,"42,539"
19,131,IA,Mitchell County,8.8,"61,719"
20,123,KS,Mitchell County,10.3,"59,001"
37,121,NC,Mitchell County,15.0,"49,086"
48,335,TX,Mitchell County,19.2,"44,476"
01,097,AL,Mobile County,18.2,"49,848"
06,049,CA,Modoc County,19.9,"49,273"
08,081,CO,Moffat County,10.8,"64,133"
04,015,AZ,Mohave County,18.0,"48,169"
29,135,MO,Moniteau County,11.4,"56,419"
34,025,NJ,Monmouth County,7.4,"107,500"
06,051,CA,Mono County,9.8,"70,945"
19,133,IA,Monona County,12.1,"56,394"
54,061,WV,Monongalia County,18.3,"56,706"
01,099,AL,Monroe County,22.3,"40,997"
05,095,AR,Monroe County,25.3,"37,113"
12,087,FL,Monroe County,11.0,"68,975"
13,207,GA,Monroe County,11.7,"65,697"
17,133,IL,Monroe County,4.5,"93,054"
18,105,IN,Monroe County,21.1,"53,166"
19,135,IA,Monroe County,10.5,"62,014"
21,171,KY,Monroe County,22.0,"41,638"
26,115,MI,Monroe County,9.5,"66,179"
28,095,MS,Monroe County,16.9,"47,768"
29,137,MO,Monroe County,15.0,"52,079"
36,055,NY,Monroe County,13.3,"66,003"
39,111,OH,Monroe County,14.2,"53,036"
42,089,PA,Monroe County,11.3,"74,989"
47,123,TN,Monroe County,15.6,"50,364"
54,063,WV,Monroe County,15.3,"47,344"
55,081,WI,Monroe County,11.4,"62,742"
48,337,TX,Montague County,14.1,"54,988"
30,000,MT,Montana,12.0,"63,357"
26,117,MI,Montcalm County,13.2,"55,735"
06,053,CA,Monterey County,12.1,"81,404"
08,083,CO,Montezuma County,15.2,"53,337"
01,101,AL,Montgomery County,21.7,"50,645"
05,097,AR,Montgomery County,19.9,"41,359"
13,209,GA,Montgomery County,20.8,"47,618"
17,135,IL,Montgomery County,13.2,"59,116"
18,107,IN,Montgomery County,11.7,"57,997"
19,137,IA,Montgomery County,11.7,"53,399"
20,125,KS,Montgomery County,15.9,"49,251"
21,173,KY,Montgomery County,16.3,"51,831"
24,031,MD,Montgomery County,8.5,"112,352"
28,097,MS,Montgomery County,21.2,"40,442"
29,139,MO,Montgomery County,13.2,"52,818"
36,057,NY,Montgomery County,15.0,"55,523"
37,123,NC,Montgomery County,17.6,"52,897"
39,113,OH,Montgomery County,15.2,"56,636"
42,091,PA,Montgomery County,7.0,"102,648"
47,125,TN,Montgomery County,10.8,"63,593"
48,339,TX,Montgomery County,10.5,"87,831"
51,121,VA,Montgomery County,23.3,"57,752"
26,119,MI,Montmorency County,16.9,"44,500"
42,093,PA,Montour County,9.3,"68,053"
08,085,CO,Montrose County,12.5,"56,686"
46,101,SD,Moody County,10.5,"66,527"
37,125,NC,Moore County,9.2,"69,373"
47,127,TN,Moore County,9.7,"62,609"
48,341,TX,Moore County,11.9,"61,833"
35,033,NM,Mora County,21.9,"41,734"
22,067,LA,Morehouse Parish,30.9,"36,998"
01,103,AL,Morgan County,13.5,"56,340"
08,087,CO,Morgan County,12.4,"61,849"
13,211,GA,Morgan County,10.9,"67,187"
17,137,IL,Morgan County,14.1,"54,644"
18,109,IN,Morgan County,10.3,"69,203"
21,175,KY,Morgan County,26.3,"47,131"
29,141,MO,Morgan County,17.6,"50,410"
39,115,OH,Morgan County,16.4,"46,327"
47,129,TN,Morgan County,18.1,"48,122"
49,029,UT,Morgan County,4.5,"111,472"
54,065,WV,Morgan County,12.8,"58,460"
31,123,NE,Morrill County,13.5,"52,933"
20,127,KS,Morris County,10.8,"53,808"
34,027,NJ,Morris County,5.6,"122,525"
48,343,TX,Morris County,18.5,"44,957"
27,097,MN,Morrison County,10.1,"63,671"
39,117,OH,Morrow County,11.3,"62,516"
41,049,OR,Morrow County,13.8,"67,334"
20,129,KS,Morton County,11.3,"57,476"
38,059,ND,Morton County,9.9,"71,415"
48,345,TX,Motley County,16.9,"47,835"
17,139,IL,Moultrie County,9.6,"69,652"
38,061,ND,Mountrail County,11.2,"71,941"
27,099,MN,Mower County,11.6,"60,831"
21,177,KY,Muhlenberg County,20.9,"45,883"
41,051,OR,Multnomah County,12.4,"77,851"
13,213,GA,Murray County,15.7,"53,297"
27,101,MN,Murray County,8.7,"72,302"
40,099,OK,Murray County,13.5,"55,997"
19,139,IA,Muscatine County,11.1,"63,519"
13,215,GA,Muscogee County,20.4,"52,090"
26,121,MI,Muskegon County,14.4,"55,410"
39,119,OH,Muskingum County,15.8,"52,806"
40,101,OK,Muskogee County,19.2,"44,521"
30,065,MT,Musselshell County,15.8,"54,003"
48,347,TX,Nacogdoches County,20.8,"46,970"
31,125,NE,Nance County,10.5,"56,880"
25,019,MA,Nantucket County,5.9,"110,966"
06,055,CA,Napa County,9.0,"94,127"
37,127,NC,Nash County,14.8,"55,956"
12,089,FL,Nassau County,9.9,"78,069"
36,059,NY,Nassau County,6.1,"125,118"
22,069,LA,Natchitoches Parish,22.3,"43,381"
56,025,WY,Natrona County,10.7,"63,940"
04,017,AZ,Navajo County,24.8,"49,057"
48,349,TX,Navarro County,16.0,"51,015"
31,000,NE,Nebraska,10.5,"66,949"
21,179,KY,Nelson County,10.7,"62,036"
38,063,ND,Nelson County,10.4,"62,095"
51,125,VA,Nelson County,12.4,"61,224"
20,131,KS,Nemaha County,8.4,"68,755"
31,127,NE,Nemaha County,11.5,"56,658"
20,133,KS,Neosho County,15.0,"51,056"
28,099,MS,Neshoba County,21.2,"44,008"
20,135,KS,Ness County,9.6,"57,269"
32,000,NV,Nevada,14.0,"66,194"
05,099,AR,Nevada County,21.2,"40,283"
06,057,CA,Nevada County,11.8,"77,220"
10,003,DE,New Castle County,11.4,"74,088"
33,000,NH,New Hampshire,7.4,"88,268"
37,129,NC,New Hanover County,11.9,"66,212"
09,009,CT,New Haven County,12.0,"75,094"
34,000,NJ,New Jersey,10.2,"89,227"
51,127,VA,New Kent County,4.9,"102,920"
09,011,CT,New London County,8.9,"78,552"
29,143,MO,New Madrid County,22.1,"39,778"
35,000,NM,New Mexico,17.7,"54,304"
36,000,NY,New York,14.0,"74,230"
36,061,NY,New York County,17.4,"84,371"
26,123,MI,Newaygo County,14.5,"57,840"
45,071,SC,Newberry County,14.9,"57,072"
44,005,RI,Newport County,9.7,"85,764"
51,700,VA,Newport News city,15.8,"58,303"
05,101,AR,Newton County,19.1,"41,823"
13,217,GA,Newton County,12.5,"71,366"
18,111,IN,Newton County,11.9,"61,336"
28,101,MS,Newton County,20.2,"45,278"
29,145,MO,Newton County,15.1,"58,832"
48,351,TX,Newton County,19.8,"44,030"
16,069,ID,Nez Perce County,15.4,"61,951"
36,063,NY,Niagara County,13.0,"61,068"
21,181,KY,Nicholas County,16.5,"46,547"
54,067,WV,Nicholas County,19.8,"47,186"
27,103,MN,Nicollet County,9.8,"73,386"
56,027,WY,Niobrara County,15.6,"50,733"
18,113,IN,Noble County,9.1,"65,979"
39,121,OH,Noble County,16.3,"50,109"
40,103,OK,Noble County,11.8,"58,612"
27,105,MN,Nobles County,11.4,"58,596"
29,147,MO,Nodaway County,15.2,"49,751"
48,353,TX,Nolan County,18.3,"44,342"
02,180,AK,Nome Census Area,19.8,"65,578"
51,710,VA,Norfolk city,16.9,"56,951"
25,021,MA,Norfolk County,6.9,"114,658"
27,107,MN,Norman County,11.9,"60,560"
37,000,NC,North Carolina,13.5,"61,997"
38,000,ND,North Dakota,10.9,"67,603"
02,185,AK,North Slope Borough,12.4,"95,041"
37,131,NC,Northampton County,23.6,"40,524"
42,095,PA,Northampton County,9.7,"78,768"
51,131,VA,Northampton County,17.6,"51,059"
42,097,PA,Northumberland County,11.8,"50,930"
51,133,VA,Northumberland County,13.1,"63,255"
02,188,AK,Northwest Arctic Borough,20.9,"67,586"
51,720,VA,Norton city,20.4,"38,316"
20,137,KS,Norton County,12.9,"52,131"
51,135,VA,Nottoway County,21.0,"46,442"
40,105,OK,Nowata County,15.5,"50,228"
28,103,MS,Noxubee County,26.8,"34,467"
31,129,NE,Nuckolls County,9.9,"59,602"
48,355,TX,Nueces County,18.2,"59,337"
32,023,NV,Nye County,14.9,"59,282"
26,125,MI,Oakland County,7.8,"86,597"
47,131,TN,Obion County,15.5,"50,021"
19,141,IA,O'Brien County,10.2,"62,959"
34,029,NJ,Ocean County,11.4,"75,732"
26,127,MI,Oceana County,14.4,"56,533"
48,357,TX,Ochiltree County,11.8,"60,914"
13,219,GA,Oconee County,6.0,"112,581"
45,073,SC,Oconee County,16.4,"53,432"
55,083,WI,Oconto County,8.3,"68,480"
26,129,MI,Ogemaw County,17.4,"45,186"
46,102,SD,Oglala Lakota County,43.5,"35,046"
17,141,IL,Ogle County,8.4,"74,472"
13,221,GA,Oglethorpe County,13.4,"57,215"
39,000,OH,Ohio,13.3,"62,286"
18,115,IN,Ohio County,9.1,"64,947"
21,183,KY,Ohio County,16.3,"55,432"
54,069,WV,Ohio County,14.7,"53,560"
12,091,FL,Okaloosa County,9.7,"69,053"
53,047,WA,Okanogan County,16.0,"55,233"
12,093,FL,Okeechobee County,20.9,"47,642"
40,107,OK,Okfuskee County,26.8,"36,567"
40,000,OK,Oklahoma,15.4,"55,829"
40,109,OK,Oklahoma County,16.3,"57,890"
40,111,OK,Okmulgee County,18.0,"46,411"
28,105,MS,Oktibbeha County,22.2,"43,226"
21,185,KY,Oldham County,4.9,"109,181"
48,359,TX,Oldham County,15.7,"62,868"
38,065,ND,Oliver County,11.1,"72,965"
27,109,MN,Olmsted County,7.7,"83,656"
16,071,ID,Oneida County,10.8,"60,769"
36,065,NY,Oneida County,14.2,"59,804"
55,085,WI,Oneida County,9.2,"60,679"
36,067,NY,Onondaga County,14.2,"65,548"
37,133,NC,Onslow County,13.9,"55,645"
36,069,NY,Ontario County,7.8,"76,137"
26,131,MI,Ontonagon County,11.7,"46,824"
06,059,CA,Orange County,9.9,"100,210"
12,095,FL,Orange County,14.9,"64,579"
18,117,IN,Orange County,14.4,"52,910"
36,071,NY,Orange County,12.2,"88,494"
37,135,NC,Orange County,12.2,"79,814"
48,361,TX,Orange County,12.5,"65,908"
50,017,VT,Orange County,9.8,"71,487"
51,137,VA,Orange County,8.9,"94,547"
45,075,SC,Orangeburg County,26.5,"39,832"
41,000,OR,Oregon,12.2,"71,441"
29,149,MO,Oregon County,21.2,"37,898"
36,073,NY,Orleans County,16.1,"56,140"
50,019,VT,Orleans County,12.6,"54,346"
22,071,LA,Orleans Parish,25.2,"46,188"
20,139,KS,Osage County,10.1,"63,166"
29,151,MO,Osage County,8.4,"67,603"
40,113,OK,Osage County,12.3,"56,156"
20,141,KS,Osborne County,12.1,"52,866"
12,097,FL,Osceola County,13.3,"60,495"
19,143,IA,Osceola County,9.0,"62,624"
26,133,MI,Osceola County,12.9,"52,272"
26,135,MI,Oscoda County,16.3,"42,620"
36,075,NY,Oswego County,15.7,"59,394"
08,089,CO,Otero County,19.7,"45,658"
35,035,NM,Otero County,19.9,"49,845"
31,131,NE,Otoe County,9.3,"67,595"
26,137,MI,Otsego County,10.1,"59,538"
36,077,NY,Otsego County,13.8,"61,664"
20,143,KS,Ottawa County,10.7,"58,366"
26,139,MI,Ottawa County,7.5,"79,402"
39,123,OH,Ottawa County,8.4,"71,409"
40,115,OK,Ottawa County,20.5,"45,523"
27,111,MN,Otter Tail County,9.5,"63,741"
05,103,AR,Ouachita County,20.2,"47,169"
22,073,LA,Ouachita Parish,25.5,"47,737"
08,091,CO,Ouray County,6.4,"80,686"
55,087,WI,Outagamie County,7.3,"73,882"
47,133,TN,Overton County,14.9,"45,793"
18,119,IN,Owen County,11.3,"57,716"
21,187,KY,Owen County,15.2,"55,321"
21,189,KY,Owsley County,35.6,"29,365"
16,073,ID,Owyhee County,14.2,"52,374"
23,017,ME,Oxford County,15.1,"51,872"
29,153,MO,Ozark County,20.4,"41,194"
55,089,WI,Ozaukee County,4.7,"91,014"
53,049,WA,Pacific County,13.4,"58,715"
19,145,IA,Page County,16.2,"55,317"
51,139,VA,Page County,13.4,"53,449"
12,099,FL,Palm Beach County,11.6,"70,024"
19,147,IA,Palo Alto County,11.8,"57,866"
48,363,TX,Palo Pinto County,14.8,"57,580"
37,137,NC,Pamlico County,15.3,"53,732"
28,107,MS,Panola County,22.6,"42,287"
48,365,TX,Panola County,13.5,"54,244"
08,093,CO,Park County,7.3,"84,361"
30,067,MT,Park County,9.9,"59,113"
56,029,WY,Park County,11.4,"63,286"
18,121,IN,Parke County,16.0,"55,683"
48,367,TX,Parker County,7.9,"85,613"
48,369,TX,Parmer County,15.2,"56,632"
12,101,FL,Pasco County,11.6,"59,555"
37,139,NC,Pasquotank County,15.4,"51,365"
34,031,NJ,Passaic County,14.1,"74,016"
51,141,VA,Patrick County,14.3,"46,963"
13,223,GA,Paulding County,7.6,"89,632"
39,125,OH,Paulding County,10.3,"60,274"
20,145,KS,Pawnee County,14.9,"54,004"
31,133,NE,Pawnee County,12.4,"50,501"
40,117,OK,Pawnee County,14.8,"52,367"
16,075,ID,Payette County,12.0,"58,885"
40,119,OK,Payne County,20.7,"50,651"
13,225,GA,Peach County,19.5,"54,921"
28,109,MS,Pearl River County,16.1,"51,023"
48,371,TX,Pecos County,22.6,"49,291"
38,067,ND,Pembina County,9.7,"63,809"
29,155,MO,Pemiscot County,23.7,"36,828"
53,051,WA,Pend Oreille County,15.9,"55,060"
37,141,NC,Pender County,10.8,"69,555"
21,191,KY,Pendleton County,14.8,"56,036"
54,071,WV,Pendleton County,16.0,"48,035"
27,113,MN,Pennington County,10.0,"64,778"
46,103,SD,Pennington County,11.6,"64,387"
42,000,PA,Pennsylvania,12.0,"68,931"
23,019,ME,Penobscot County,14.6,"56,261"
17,143,IL,Peoria County,16.3,"56,460"
55,091,WI,Pepin County,9.8,"66,179"
31,135,NE,Perkins County,9.4,"61,156"
46,105,SD,Perkins County,14.3,"49,810"
37,143,NC,Perquimans County,15.5,"53,760"
01,105,AL,Perry County,33.7,"31,522"
05,105,AR,Perry County,15.2,"51,204"
17,145,IL,Perry County,16.6,"53,071"
18,123,IN,Perry County,12.8,"58,097"
21,193,KY,Perry County,29.9,"36,528"
28,111,MS,Perry County,20.5,"45,758"
29,157,MO,Perry County,10.1,"56,788"
39,127,OH,Perry County,13.9,"63,329"
42,099,PA,Perry County,7.9,"76,010"
47,135,TN,Perry County,17.0,"43,998"
32,027,NV,Pershing County,18.3,"52,412"
37,145,NC,Person County,17.5,"55,287"
02,195,AK,Petersburg Borough,8.0,"71,878"
51,730,VA,Petersburg city,22.8,"40,682"
30,069,MT,Petroleum County,12.9,"48,141"
29,159,MO,Pettis County,16.1,"49,333"
29,161,MO,Phelps County,18.1,"49,346"
31,137,NE,Phelps County,8.8,"66,986"
42,101,PA,Philadelphia County,22.3,"52,882"
05,107,AR,Phillips County,35.7,"32,419"
08,095,CO,Phillips County,11.9,"56,577"
20,147,KS,Phillips County,12.0,"54,720"
30,071,MT,Phillips County,14.5,"53,626"
17,147,IL,Piatt County,6.5,"81,583"
39,129,OH,Pickaway County,10.2,"72,652"
01,107,AL,Pickens County,21.1,"43,926"
13,227,GA,Pickens County,10.3,"72,539"
45,077,SC,Pickens County,17.8,"54,415"
47,137,TN,Pickett County,14.2,"44,566"
13,229,GA,Pierce County,15.4,"51,688"
31,139,NE,Pierce County,10.1,"64,607"
38,069,ND,Pierce County,12.3,"55,747"
53,053,WA,Pierce County,8.2,"85,492"
55,093,WI,Pierce County,8.5,"80,354"
01,109,AL,Pike County,23.9,"38,945"
05,109,AR,Pike County,18.6,"43,710"
13,231,GA,Pike County,9.7,"75,668"
17,149,IL,Pike County,13.7,"54,474"
18,125,IN,Pike County,11.3,"52,093"
21,195,KY,Pike County,30.1,"38,066"
28,113,MS,Pike County,27.6,"39,063"
29,163,MO,Pike County,16.6,"51,699"
39,131,OH,Pike County,19.2,"49,357"
42,103,PA,Pike County,8.8,"70,065"
04,019,AZ,Pima County,14.7,"60,604"
04,021,AZ,Pinal County,10.7,"70,835"
27,115,MN,Pine County,10.9,"62,206"
12,103,FL,Pinellas County,12.3,"61,851"
27,117,MN,Pipestone County,10.6,"58,379"
23,021,ME,Piscataquis County,14.0,"49,999"
08,097,CO,Pitkin County,6.7,"96,316"
37,147,NC,Pitt County,21.6,"48,116"
40,121,OK,Pittsburg County,18.2,"47,589"
51,143,VA,Pittsylvania County,13.1,"52,006"
49,031,UT,Piute County,15.1,"50,768"
06,061,CA,Placer County,6.6,"103,588"
22,075,LA,Plaquemines Parish,14.5,"68,765"
29,165,MO,Platte County,6.9,"86,720"
31,141,NE,Platte County,7.8,"70,177"
56,031,WY,Platte County,11.7,"59,634"
54,073,WV,Pleasants County,14.3,"53,712"
06,063,CA,Plumas County,13.0,"58,154"
19,149,IA,Plymouth County,7.2,"74,002"
25,023,MA,Plymouth County,7.5,"99,445"
19,151,IA,Pocahontas County,10.1,"59,634"
54,075,WV,Pocahontas County,16.2,"40,260"
05,111,AR,Poinsett County,22.2,"42,639"
22,077,LA,Pointe Coupee Parish,18.8,"51,988"
05,113,AR,Polk County,19.3,"43,166"
12,105,FL,Polk County,15.6,"56,344"
13,233,GA,Polk County,17.7,"49,061"
19,153,IA,Polk County,10.1,"73,276"
27,119,MN,Polk County,12.3,"61,629"
29,167,MO,Polk County,15.3,"53,856"
31,143,NE,Polk County,6.6,"69,503"
37,149,NC,Polk County,12.3,"58,064"
41,053,OR,Polk County,11.0,"71,606"
47,139,TN,Polk County,13.5,"50,863"
48,373,TX,Polk County,16.9,"50,827"
55,095,WI,Polk County,8.5,"68,732"
30,073,MT,Pondera County,17.0,"47,900"
28,115,MS,Pontotoc County,16.3,"50,133"
40,123,OK,Pontotoc County,17.4,"51,044"
05,115,AR,Pope County,18.0,"47,049"
17,151,IL,Pope County,17.1,"50,404"
27,121,MN,Pope County,8.6,"70,662"
51,735,VA,Poquoson city,5.4,"105,525"
39,133,OH,Portage County,12.4,"65,445"
55,097,WI,Portage County,10.4,"66,471"
18,127,IN,Porter County,9.7,"80,878"
51,740,VA,Portsmouth city,17.6,"53,618"
18,129,IN,Posey County,9.1,"74,102"
20,149,KS,Pottawatomie County,8.0,"78,296"
40,125,OK,Pottawatomie County,14.4,"51,569"
19,155,IA,Pottawattamie County,12.3,"66,144"
42,105,PA,Potter County,16.1,"51,348"
46,107,SD,Potter County,10.1,"64,542"
48,375,TX,Potter County,20.7,"45,904"
30,075,MT,Powder River County,11.1,"52,298"
21,197,KY,Powell County,22.8,"40,116"
30,077,MT,Powell County,16.9,"47,687"
16,077,ID,Power County,12.7,"57,322"
19,157,IA,Poweshiek County,12.6,"60,542"
51,145,VA,Powhatan County,6.0,"99,854"
05,117,AR,Prairie County,15.7,"59,367"
30,079,MT,Prairie County,13.7,"46,328"
20,151,KS,Pratt County,11.7,"58,506"
39,135,OH,Preble County,11.0,"56,134"
28,117,MS,Prentiss County,16.5,"49,750"
48,377,TX,Presidio County,21.3,"39,791"
26,141,MI,Presque Isle County,13.5,"56,119"
54,077,WV,Preston County,14.3,"57,174"
55,099,WI,Price County,11.7,"56,249"
51,147,VA,Prince Edward County,18.7,"51,239"
51,149,VA,Prince George County,10.4,"79,710"
24,033,MD,Prince George's County,11.5,"89,689"
02,198,AK,Prince of Wales-Hyder Census Area,15.0,"56,226"
51,153,VA,Prince William County,6.4,"116,354"
44,007,RI,Providence County,14.3,"66,610"
08,099,CO,Prowers County,19.2,"48,337"
08,101,CO,Pueblo County,16.2,"56,311"
05,119,AR,Pulaski County,17.6,"53,597"
13,235,GA,Pulaski County,20.9,"45,594"
17,153,IL,Pulaski County,22.3,"42,738"
18,131,IN,Pulaski County,11.5,"58,239"
21,199,KY,Pulaski County,19.1,"45,532"
29,169,MO,Pulaski County,12.7,"58,046"
51,155,VA,Pulaski County,13.5,"53,111"
40,127,OK,Pushmataha County,18.2,"42,360"
12,107,FL,Putnam County,26.3,"38,759"
13,237,GA,Putnam County,16.2,"55,826"
17,155,IL,Putnam County,7.5,"74,798"
18,133,IN,Putnam County,12.0,"61,223"
29,171,MO,Putnam County,14.4,"46,774"
36,079,NY,Putnam County,6.6,"107,014"
39,137,OH,Putnam County,7.1,"72,588"
47,141,TN,Putnam County,13.7,"52,138"
54,079,WV,Putnam County,10.1,"66,946"
35,037,NM,Quay County,22.3,"35,776"
24,035,MD,Queen Anne's County,8.0,"94,583"
